src,tgt
8*13-8=,96
5*8+17=,57
7*4-3=,25
29+7+3=,39
22+27*0=,22
10*28-21=,259
12*24*8=,2304
20*25-18=,482
4-15+27=,16
11+24-1=,34
3+7+8=,18
14-26+16=,4
16-16-5=,-5
21+27*18=,507
18+10*3=,48
18+3*6=,36
23-16-0=,7
21+18*25=,471
7-12-0=,-5
10+16+3=,29
23+14-23=,14
8-12+29=,25
19-26-5=,-12
9+5+7=,21
1*25*28=,700
14*20-7=,273
22+21+4=,47
21*27+18=,585
19+9-12=,16
14+4+15=,33
7+27+23=,57
6+5-28=,-17
18*19+23=,365
8*6+21=,69
12+7+3=,22
24*17-22=,386
15+28+9=,52
20+25-18=,27
4-2+7=,9
11*20*2=,440
18-21+17=,14
11+15*16=,251
14-10-3=,1
6*10*11=,660
18*7-20=,106
14*1-9=,5
16*28-5=,443
13+11*7=,90
11-8*21=,-157
5-22-27=,-44
7+0+19=,26
12+29*8=,244
0-7+22=,15
9-17*18=,-297
27*19+16=,529
12+20*19=,392
19-25*20=,-481
3*23-9=,60
15*21-28=,287
26-21*10=,-184
24*29-13=,683
24+20+1=,45
13-12*0=,13
24+18*9=,186
12+25*5=,137
12-15-25=,-28
22-1*25=,-3
13*13*7=,1183
7+13-5=,15
22-0*9=,22
0*1*9=,0
12*27*12=,3888
24-1*18=,6
2-18-4=,-20
23*0+5=,5
23*9*19=,3933
20+2-5=,17
5*10+12=,62
6+5*14=,76
1+5*15=,76
15+16-22=,9
28-6+0=,22
27+23*2=,73
21*24+21=,525
8*0*15=,0
1+14-10=,5
14-18-6=,-10
13+29+16=,58
6-16*17=,-266
10*5+2=,52
17+26-12=,31
2*16-3=,29
15+22*6=,147
6-17-18=,-29
20*18*15=,5400
27*3-20=,61
13+13*13=,182
12-8-11=,-7
4-4+26=,26
3-11+11=,3
1+25*4=,101
29-6*0=,29
29-27+11=,13
21*7+1=,148
21*20+9=,429
25*18-21=,429
13+18-5=,26
14-10*1=,4
19*24*5=,2280
18-13+24=,29
14+4-29=,-11
10+14-4=,20
24*13-20=,292
4-29*2=,-54
7-19*19=,-354
24+11*20=,244
15+12+5=,32
9-2*20=,-31
2-22-10=,-30
20*16+24=,344
26+0*15=,26
21+22+12=,55
14+12*9=,122
3*14+25=,67
28+6-14=,20
16-11*12=,-116
8+19+11=,38
29*16+0=,464
7-24+2=,-15
22-3-0=,19
21*6+6=,132
25+26-20=,31
2+0*21=,2
23+3+11=,37
29+5-16=,18
11+0-8=,3
23+24+11=,58
27*14-13=,365
20+10-0=,30
29+11+23=,63
11+26+27=,64
2+21*5=,107
19*25-26=,449
1+27-6=,22
10*26*12=,3120
22*23*8=,4048
1*7-11=,-4
26-19+19=,26
25*22+19=,569
24-8+20=,36
7+16-2=,21
10+10*24=,250
23+7*14=,121
12-17*27=,-447
24+17-25=,16
26*1*4=,104
27-29+29=,27
28+25*12=,328
23*16+7=,375
13*2-19=,7
16-9-14=,-7
6-28*18=,-498
17+22*22=,501
12*17-17=,187
25+13*20=,285
17*28*25=,11900
16-22+6=,0
20+16+5=,41
5*4+26=,46
17-6-4=,7
0*4-3=,-3
10*1*5=,50
20*16+16=,336
20-21*0=,20
21-14-23=,-16
10+28*14=,402
4-10-13=,-19
26*26*19=,12844
27*29+26=,809
7*9*24=,1512
5*18+20=,110
22+15+3=,40
9*7-26=,37
7*6*13=,546
16-16*29=,-448
2+0*22=,2
28*7-11=,185
24-14-6=,4
5*25+13=,138
16-1*27=,-11
12+19-16=,15
3+6-8=,1
15-10+12=,17
27-6*19=,-87
16-16-1=,-1
26*7+5=,187
14*2+16=,44
13-23+4=,-6
23-27+28=,24
9-15+4=,-2
8+25*12=,308
19*6-25=,89
23-7-24=,-8
4*7+7=,35
24-21*4=,-60
24+1*12=,36
17-17*4=,-51
9+25+27=,61
20+12-11=,21
14-6*7=,-28
12*24+2=,290
1-7-8=,-14
29+16*0=,29
23-0+8=,31
0*23-17=,-17
24+0*24=,24
12+0-23=,-11
20+7+10=,37
18+18+16=,52
3-22*2=,-41
8-28*27=,-748
27+13*3=,66
2+23+15=,40
17+13+2=,32
2*28*29=,1624
6+3*19=,63
11+22+16=,49
5+3*19=,62
16-26*18=,-452
6*11-25=,41
27+1*8=,35
14-5-3=,6
16*6+0=,96
5+16*23=,373
12+3+10=,25
26*6-16=,140
8-9-0=,-1
0-3+9=,6
17+5*11=,72
11-20-19=,-28
17*18+25=,331
3+18-9=,12
22*6+0=,132
24*22-24=,504
13+3+18=,34
26*13+6=,344
21+25-10=,36
28-10-26=,-8
3*1+22=,25
23*4*21=,1932
15*7+8=,113
0+6-21=,-15
1+23+2=,26
29-17+5=,17
15*12-23=,157
9+10+11=,30
1*23*2=,46
25+26*17=,467
27-20-8=,-1
11*8-8=,80
22+20*29=,602
3-13*1=,-10
5*7-26=,9
3-9-19=,-25
20-19-3=,-2
29-13*23=,-270
4-29+1=,-24
15*15+19=,244
13-12-22=,-21
9+7*12=,93
8-6+25=,27
2*7-23=,-9
10+17-11=,16
3*23-5=,64
5-11+0=,-6
29-7*2=,15
18-23+13=,8
18+12+25=,55
9*24-5=,211
18-16+28=,30
3+15+9=,27
18*23+25=,439
15*20*23=,6900
19-18*20=,-341
26-20-11=,-5
17-15*23=,-328
20*4-2=,78
10*28-10=,270
20+8-3=,25
11+8*16=,139
25+27+7=,59
23-5*10=,-27
18+5*6=,48
9+5*8=,49
25+27*26=,727
16+22*19=,434
12*27*2=,648
1+3-26=,-22
10+23*3=,79
12-11+3=,4
6+10*29=,296
18+22*4=,106
21*24*9=,4536
9+25+5=,39
29+9+10=,48
1-1+11=,11
0+26+27=,53
8*24+8=,200
18+9+29=,56
28*7-6=,190
10-10-18=,-18
12*8*10=,960
26+26*20=,546
5+26-16=,15
0+1-25=,-24
28-11-18=,-1
1*9-10=,-1
9-7*12=,-75
24-25*7=,-151
12*27*6=,1944
22-3*19=,-35
7+26*24=,631
14+9+23=,46
21*18*12=,4536
25+11+29=,65
5-6-10=,-11
15-13*3=,-24
6-2-27=,-23
5*18+23=,113
14+20+16=,50
0+1+13=,14
11*1*5=,55
16+8+27=,51
21+15*16=,261
25+22*16=,377
18+27*25=,693
19-9-23=,-13
11-8*6=,-37
27-25*4=,-73
17-14-5=,-2
28-24-29=,-25
12-19-19=,-26
3-16+3=,-10
23*24*21=,11592
5*14+10=,80
11-19+26=,18
13*26-13=,325
1*23+22=,45
28+17-6=,39
22-3*16=,-26
3*18*12=,648
24*12+11=,299
20+17-18=,19
22+15*6=,112
14-5*12=,-46
13+1+0=,14
1-13*8=,-103
29+22-17=,34
12-5-16=,-9
24-23*26=,-574
10*29*26=,7540
11*18+11=,209
26*11+1=,287
5-23+27=,9
18-20*15=,-282
27*12+24=,348
21-3-6=,12
13-13-11=,-11
19*18*24=,8208
11+14-28=,-3
24+9*22=,222
5-6+27=,26
15+5*28=,155
15*19-21=,264
16-15*6=,-74
17*25+16=,441
24+5*27=,159
28*4*21=,2352
3+5+12=,20
27+1*14=,41
27-16*29=,-437
11-29*22=,-627
12-6-17=,-11
3+26+17=,46
4-26-14=,-36
2*19*24=,912
15*13*27=,5265
1*21+12=,33
9*12+0=,108
20+20*12=,260
4+29+16=,49
6+19-29=,-4
16+15-3=,28
28*10*4=,1120
16-25*0=,16
15-9-8=,-2
27+2*4=,35
4+4+8=,16
28+1+9=,38
16+16+12=,44
13+17*14=,251
19-6-11=,2
27*20-6=,534
22-12*12=,-122
19+13*24=,331
2+8+24=,34
15*10-22=,128
0+21-19=,2
14+15-7=,22
14+6*23=,152
20+18+5=,43
20*0*9=,0
8-17+0=,-9
9-8*5=,-31
21-17+26=,30
15*28*28=,11760
29-9*12=,-79
6-15-24=,-33
1*3*11=,33
8+21-10=,19
14+24+5=,43
27+8+16=,51
5*28*1=,140
14-24-22=,-32
27*23+21=,642
14-18+28=,24
3-22-15=,-34
4+14-10=,8
18*18+16=,340
10*0-24=,-24
13+14+12=,39
27*16-6=,426
26-1+26=,51
8-1-12=,-5
24*8*7=,1344
5-26-5=,-26
23-27*14=,-355
22*4-7=,81
4*16+21=,85
28-18-23=,-13
22+1*24=,46
20-21*12=,-232
8+10*0=,8
0*14+4=,4
13-26+29=,16
21*24*21=,10584
14+13+16=,43
20-11*11=,-101
25+25*11=,300
24+29+17=,70
2-27*11=,-295
25*16*29=,11600
10-4-23=,-17
13-7-1=,5
24*20+24=,504
1-18*21=,-377
9+28*3=,93
29*1+0=,29
14*29+15=,421
22-26*28=,-706
24+22*11=,266
22*21+12=,474
7+9-10=,6
17*27+16=,475
8+2+15=,25
4*15-10=,50
3-10*2=,-17
8+29-5=,32
21-29-23=,-31
29-11*17=,-158
17*27+23=,482
4+21*15=,319
12*29-27=,321
4-10*17=,-166
20+20-0=,40
1*13-9=,4
17-16-5=,-4
23+21*16=,359
26*15-23=,367
12*1+3=,15
1*22*20=,440
11*28*12=,3696
24-8+10=,26
22+17-6=,33
15*19+2=,287
8*13*10=,1040
21-7*27=,-168
15+2-22=,-5
7-22-25=,-40
18-6+3=,15
19*17+0=,323
12*8-6=,90
25-29-2=,-6
24+7+28=,59
9-14*24=,-327
28+15+4=,47
4-26+2=,-20
13*22+16=,302
15-9*6=,-39
8*29+9=,241
7*1+29=,36
25-22-19=,-16
20*16-17=,303
24-25-16=,-17
14+11*16=,190
16+16-29=,3
6-6-16=,-16
24-18*13=,-210
12-15*3=,-33
15-7*8=,-41
8*13*3=,312
26+25+7=,58
20-4*2=,12
22*25*6=,3300
0+13-29=,-16
8-16*14=,-216
27*8*11=,2376
18-12-20=,-14
0-29*25=,-725
24+26-9=,41
28+26-17=,37
10-0-27=,-17
19*13-28=,219
21-14-22=,-15
17+22+1=,40
10+15*7=,115
20-11-5=,4
22+11*28=,330
26-13+5=,18
29-4-21=,4
9-29+19=,-1
2-3-11=,-12
8*19+17=,169
22+19*16=,326
13-19+8=,2
11*4*4=,176
16-25*26=,-634
25+21+27=,73
12+27-11=,28
17*3-29=,22
1*12+7=,19
20+20-16=,24
3+27-20=,10
29-0-27=,2
1+24*7=,169
23-1-17=,5
3*25+4=,79
11-8*13=,-93
29+25-4=,50
25*15-19=,356
12*5-3=,57
19-13*25=,-306
7+13+23=,43
7-7+17=,17
25+27*5=,160
9*28-18=,234
28+4+7=,39
16+18-24=,10
4-5*19=,-91
26*26*20=,13520
26+21+28=,75
9-0+13=,22
5*21*7=,735
27*22-3=,591
10+2*9=,28
10+25-25=,10
10+2-10=,2
21*22*19=,8778
25+9*20=,205
2+18-8=,12
12*2-14=,10
22+13-15=,20
1+14-18=,-3
9+18+5=,32
13-18-29=,-34
14*10+8=,148
21*4*8=,672
1-4+25=,22
20-9+18=,29
23+13-4=,32
3-19-9=,-25
27*8*1=,216
24*7*5=,840
19-11+10=,18
20+19-19=,20
26+6-10=,22
28-0*16=,28
28*26*8=,5824
6+26*25=,656
29-9+3=,23
22+0+27=,49
26-22-14=,-10
2-23+14=,-7
1*20*9=,180
27*8+13=,229
27-6-0=,21
5+9*16=,149
19-17+10=,12
8*19*8=,1216
19+1*3=,22
7-5-23=,-21
1*18+20=,38
6*22*11=,1452
7*13*14=,1274
15-23-10=,-18
5+15+13=,33
29*1+19=,48
11-14-14=,-17
0*25-15=,-15
16*25+8=,408
8*27*19=,4104
18-21+24=,21
0-4-16=,-20
3*9-25=,2
14-14*29=,-392
28*13+13=,377
3-19-21=,-37
15+24-8=,31
16*11-1=,175
21-15-19=,-13
9+1*29=,38
9*15-5=,130
18-2+19=,35
15-17-7=,-9
28-7-12=,9
12*5-4=,56
18+16*21=,354
12-11*24=,-252
28-28-28=,-28
29*7*7=,1421
18-27-3=,-12
9-1-29=,-21
24*18-0=,432
25-6-14=,5
27*3*8=,648
2-14*28=,-390
1-18+20=,3
20-2-28=,-10
12-11+4=,5
5-11-25=,-31
17-12-13=,-8
3-7-17=,-21
14+25*8=,214
10+26*26=,686
21*1*10=,210
20*29*26=,15080
26*2*10=,520
23-11-28=,-16
22*15+25=,355
18+4*12=,66
23-21*13=,-250
6*29*16=,2784
27*14*11=,4158
20-22*11=,-222
0-6-28=,-34
25-9+15=,31
15+13-6=,22
10+13-4=,19
12-26+24=,10
3*21*3=,189
19*4*23=,1748
10*2-9=,11
22+8-7=,23
17+14*17=,255
3*5+8=,23
9-23-1=,-15
20-7-25=,-12
9*29-26=,235
23+23-22=,24
6-8*13=,-98
19*12*24=,5472
9+18-13=,14
21-9+23=,35
0+28+20=,48
2*8-23=,-7
22*0*29=,0
9+14*27=,387
0*16+8=,8
2+21*27=,569
10-18*9=,-152
9-21-6=,-18
10*23-22=,208
29*21*28=,17052
11*19-8=,201
2-2+17=,17
18+25-6=,37
6+5*8=,46
22+22*24=,550
5*2*18=,180
22*4-1=,87
19-4*0=,19
29*0+17=,17
12-27*4=,-96
5*28-10=,130
28-15+4=,17
28*14-6=,386
23*11-6=,247
14+4*6=,38
8*27+11=,227
26-17*24=,-382
10+27*24=,658
19*15+10=,295
17+20-10=,27
9+21+3=,33
11*16-6=,170
12-0+19=,31
18*7-15=,111
27+14+2=,43
29-18*21=,-349
17+14*8=,129
13*20+1=,261
13+17*5=,98
28+3*11=,61
6-24-1=,-19
5+11*20=,225
11-14*11=,-143
6+14+26=,46
1*25*13=,325
13+22+17=,52
3*14+10=,52
3*11+0=,33
11*27*22=,6534
9-26-0=,-17
0*7+26=,26
18*26*12=,5616
19+16+11=,46
24+20*14=,304
4*24+1=,97
20-5*5=,-5
26*11*23=,6578
25-17-18=,-10
6+2-4=,4
23*18+2=,416
14+24*18=,446
5*1-4=,1
17*16+19=,291
11-16+23=,18
1+22*10=,221
28-17*1=,11
20-23*28=,-624
4+18+6=,28
22-19-8=,-5
13*3-23=,16
4-23+2=,-17
19+19*10=,209
15+9*11=,114
29-26+16=,19
22-26-11=,-15
25-19*1=,6
19+8+26=,53
20+3+3=,26
29-16*8=,-99
5+13*26=,343
21*0*26=,0
20-17+27=,30
17+10-14=,13
4-10+16=,10
3*29-29=,58
14*4+8=,64
24+29-9=,44
15*21+11=,326
5*4*21=,420
11-14*25=,-339
9+0*16=,9
2*6-5=,7
12+25-17=,20
6-3*8=,-18
6-7-11=,-12
8-16*4=,-56
4*4-19=,-3
28+1*8=,36
0+9-17=,-8
0*28+27=,27
1*20*0=,0
12+25*18=,462
19-6+11=,24
1+29*29=,842
21-28*9=,-231
17-14*6=,-67
14*5+17=,87
27-16+22=,33
17+9*27=,260
26-5+10=,31
2+15-11=,6
13+10+22=,45
10-27-21=,-38
16+10+28=,54
1+27*13=,352
14*1*20=,280
19-22*20=,-421
27-28-4=,-5
6+22+29=,57
15*2-21=,9
26-2+12=,36
29*13-9=,368
3-9*7=,-60
16-29-2=,-15
27-19+18=,26
6+27-12=,21
19-14*7=,-79
10+0-16=,-6
24*6*12=,1728
6-28-15=,-37
3+1*12=,15
22+4-23=,3
12-1+24=,35
24-4-26=,-6
21-2*16=,-11
7-10*24=,-233
0-17*4=,-68
13+13+11=,37
3-26+11=,-12
22+18-14=,26
6+25*6=,156
23+3-23=,3
17-24-3=,-10
2*21*15=,630
28*16-8=,440
22-26+18=,14
5*4-2=,18
16*2-9=,23
13+6*6=,49
25-13+10=,22
26+18+6=,50
23-11+12=,24
10*24+21=,261
5-22*7=,-149
17-18-0=,-1
19+4*19=,95
4-14+11=,1
22*0-14=,-14
21-11-29=,-19
17+20-12=,25
27-8-28=,-9
28-13+0=,15
18-7-27=,-16
17+10*26=,277
17*24*24=,9792
20*26*10=,5200
5-15-17=,-27
16*29+6=,470
5*12*24=,1440
10-17-18=,-25
24+13-9=,28
23-14*14=,-173
7+19+18=,44
16+29*14=,422
3+20+14=,37
1-4-28=,-31
24-19*4=,-52
20-6*9=,-34
5-28*0=,5
14-29+12=,-3
9*28*9=,2268
4*6-3=,21
10-14*23=,-312
5+25*21=,530
0+26-29=,-3
3+27-1=,29
17+22-25=,14
28*7*28=,5488
17-4-27=,-14
27-20-20=,-13
0-23-28=,-51
24+2-9=,17
13+24+16=,53
18*29-13=,509
20+26-3=,43
11*25*16=,4400
8+17-7=,18
14+12+6=,32
22+24+3=,49
18+27*18=,504
26-8*27=,-190
10-27*10=,-260
21-17+15=,19
23*12*25=,6900
13+12+27=,52
21-10-23=,-12
17+7+18=,42
0*5*14=,0
15-6*10=,-45
24*17-4=,404
8*19*3=,456
20+15*6=,110
9+1*19=,28
11-22+18=,7
6+9+4=,19
15*3*0=,0
5*15+3=,78
19-5+27=,41
26*14-5=,359
13+3*2=,19
21+24*21=,525
6*22*16=,2112
2-3+21=,20
13+2-20=,-5
11*17+28=,215
8-14+2=,-4
27*27-17=,712
19*28*27=,14364
29+2-24=,7
0-3+24=,21
24-4+28=,48
17+27+29=,73
7*29+13=,216
29+12*23=,305
21-14-28=,-21
21+22+17=,60
13*2+19=,45
2-14-24=,-36
13-10+29=,32
21*25*1=,525
8*26+26=,234
3-3+11=,11
7-19+22=,10
24*9+26=,242
21-0*15=,21
23-13-2=,8
6-6-27=,-27
7*2+16=,30
11-8-3=,0
21*16*0=,0
12*7*27=,2268
11-17*9=,-142
27-24+18=,21
23+11+21=,55
15*29*27=,11745
10+22-5=,27
20*3+28=,88
11*10+24=,134
15-1+23=,37
13-26+0=,-13
18-21*5=,-87
2-4+18=,16
7+4-10=,1
5-26-27=,-48
0-4-15=,-19
28+23-29=,22
27+0+28=,55
14*17-4=,234
2-19-18=,-35
0*12*23=,0
4+23-28=,-1
14-1+8=,21
5+17*17=,294
0-25-5=,-30
28-24+5=,9
27*27+2=,731
11*18-20=,178
28+13*7=,119
10-0+29=,39
5+8+21=,34
17-9*15=,-118
27+21*2=,69
1+29+1=,31
6+22-14=,14
3-3-15=,-15
4+7+3=,14
24-4-14=,6
12-29-14=,-31
0-29-20=,-49
20*27-19=,521
25*5-11=,114
14*1*8=,112
0*29+12=,12
29+3*21=,92
11-19+13=,5
1*26*21=,546
25+7-23=,9
28-14-22=,-8
13*29*11=,4147
15-10-16=,-11
12-5+19=,26
29*29*20=,16820
27-11+7=,23
8*25+18=,218
27+7*20=,167
1-16*9=,-143
10*2*22=,440
12*7*11=,924
3*3-15=,-6
15-4-20=,-9
4+20-27=,-3
0-27*25=,-675
26+17+15=,58
4-11-8=,-15
12+6-5=,13
29+27+2=,58
2-26-16=,-40
27-12*19=,-201
10+4*19=,86
6+27+3=,36
7+17+15=,39
24+10*7=,94
14-4-23=,-13
10+19*20=,390
2*14*19=,532
8*6+8=,56
13*16*11=,2288
4*1+27=,31
5-17+2=,-10
14*17-21=,217
18-25+10=,3
13+27+8=,48
25*6-23=,127
19+22-24=,17
22*0-4=,-4
10*21+12=,222
17*25*16=,6800
23-14-10=,-1
12*24-8=,280
16-10-9=,-3
12*14+5=,173
12-26-20=,-34
22*16-2=,350
2*26-15=,37
14+26+19=,59
25*26+21=,671
18+27*8=,234
12-15+23=,20
19*8*14=,2128
4-12+23=,15
23-1-4=,18
12*1*2=,24
25+20*7=,165
0+26-16=,10
24-16+18=,26
3*28-9=,75
14+15*4=,74
27*10-22=,248
24*13*16=,4992
16+2*8=,32
5+4-10=,-1
17-14-11=,-8
23*5+17=,132
13+11+6=,30
10-21-12=,-23
18+4+28=,50
7-6*27=,-155
22*9+0=,198
2-16-10=,-24
29+8-6=,31
5-13*26=,-333
4+25*22=,554
11-1-5=,5
22*16*9=,3168
15*28-19=,401
22+1*18=,40
16*17-10=,262
4-9*18=,-158
27*10*23=,6210
16*22+22=,374
11-14+18=,15
24-7+4=,21
15-12-5=,-2
4-4-12=,-12
17*14+4=,242
9-29*24=,-687
9*11-1=,98
25+15*2=,55
1+24+15=,40
17*21+29=,386
9-13-2=,-6
18*19+1=,343
27+5-17=,15
2-19+4=,-13
17*0-15=,-15
20*23*24=,11040
16-0-25=,-9
21*29-20=,589
5*22+22=,132
0-21-12=,-33
12+2*25=,62
28-6-0=,22
15*7+29=,134
2-28-4=,-30
24+21+19=,64
19-29*9=,-242
20+12-26=,6
19-29-8=,-18
10+25+7=,42
26*7+20=,202
27*1*20=,540
26+26+29=,81
8+16-17=,7
26-29-11=,-14
25+7+0=,32
17*8-25=,111
21*4*15=,1260
12-4*22=,-76
5-7+4=,2
21+7+16=,44
13-16*5=,-67
0+9-18=,-9
28+20+9=,57
3*24-3=,69
21+4*20=,101
2+23-25=,0
18*2-17=,19
23+13+20=,56
15+19+24=,58
16-22+17=,11
23*29+10=,677
18+13+25=,56
16+16+24=,56
8+4+6=,18
18+26-26=,18
16-26*2=,-36
13+13+2=,28
28-29*14=,-378
20+10+3=,33
1*22+20=,42
19+18*6=,127
27*11*12=,3564
0*0+4=,4
10*20+17=,217
29-26+21=,24
15+8-16=,7
20+17-16=,21
3+23-1=,25
17*13-20=,201
27-29-3=,-5
25+9-12=,22
15+4+0=,19
12*22-4=,260
14-13*27=,-337
11*0+4=,4
13*20-29=,231
26-6-5=,15
12-25*28=,-688
8+14-14=,8
22+4*25=,122
11-20-28=,-37
8+14+25=,47
16-20*5=,-84
15-8-10=,-3
21-19*9=,-150
17-1-16=,0
22-3-18=,1
28*3-5=,79
6-3-1=,2
0-19*0=,0
12+24-9=,27
21+27+19=,67
18+28-27=,19
3*14-17=,25
3-5-26=,-28
9*17+5=,158
16*9+3=,147
0+26*3=,78
21+25*21=,546
25+2*1=,27
11*25*19=,5225
9+4-21=,-8
28+26*19=,522
23*23-14=,515
19-11+2=,10
18+8-16=,10
21-0*19=,21
18-23-27=,-32
14-2+23=,35
16-16*3=,-32
25+19*15=,310
4*15+25=,85
4-7-24=,-27
16*10*8=,1280
19*1*2=,38
5+3*1=,8
5*19+1=,96
12+29*2=,70
3-25-12=,-34
10*4+18=,58
8*19-21=,131
26+20+7=,53
22+7+2=,31
19-10*12=,-101
10-14-21=,-25
7*12-8=,76
21-22-28=,-29
17-3-19=,-5
27-12*3=,-9
1+29*22=,639
15+27-27=,15
24*17*2=,816
9*22*9=,1782
27-20+0=,7
13+20-19=,14
5*27*13=,1755
25+28*24=,697
11-16+28=,23
23+23+22=,68
23+12+12=,47
0+6-26=,-20
9+19+12=,40
6+1-26=,-19
9-17+12=,4
11+21+9=,41
3+20+15=,38
8*28+29=,253
23*25+28=,603
11*4*5=,220
6+13-17=,2
26+17*13=,247
12*23*21=,5796
21*1*21=,441
27*17-2=,457
24-0+23=,47
10-6+20=,24
23-22*28=,-593
17*15*1=,255
16*6*15=,1440
21*6+28=,154
10-14*11=,-144
5+3*29=,92
1-7*28=,-195
1*4+23=,27
8*4*14=,448
28-29-2=,-3
6-19*27=,-507
5*26*20=,2600
1+26-18=,9
27-1*5=,22
27*22+6=,600
16-21+11=,6
1*2+3=,5
9*13*22=,2574
11-8+14=,17
18+14-22=,10
8+25-19=,14
0-16-24=,-40
8+4+28=,40
9*12-0=,108
7+15+26=,48
26-3-28=,-5
5-0*16=,5
24+5+18=,47
15-28+18=,5
23*19+19=,456
29+13*6=,107
16-28*16=,-432
17+7-22=,2
20+8*17=,156
22*7-16=,138
29+24-26=,27
21-20-26=,-25
12+19-28=,3
15+20*10=,215
1+22*7=,155
5+23-13=,15
20-6*2=,8
8+6+10=,24
20+23+6=,49
14+13*27=,365
5-5+1=,1
3*6+27=,45
29+14+23=,66
13-26-2=,-15
18*3+10=,64
18*1*19=,342
24*10*24=,5760
20+24*19=,476
22+25*11=,297
23*17+20=,411
15+3+8=,26
16-10+5=,11
21+3*24=,93
29+21*13=,302
0-0-3=,-3
27*9-28=,215
12+27-6=,33
28+3-7=,24
0*5*27=,0
3-20+6=,-11
20-6*23=,-118
26-20-18=,-12
19*17-25=,298
2*6*16=,192
3-8+20=,15
24-18*7=,-102
10*24-14=,226
20*28-18=,542
27-4*0=,27
3*15-8=,37
7*13+24=,115
11-3*28=,-73
23-25-4=,-6
27*2-18=,36
6-15+21=,12
7+16+25=,48
26-12+9=,23
15*16*21=,5040
22-23-11=,-12
3-12+1=,-8
7*25*21=,3675
26+13*20=,286
23+28-29=,22
28+3+25=,56
21*10+1=,211
11-25*27=,-664
18*29-11=,511
13*9+7=,124
1+18+12=,31
27-26*19=,-467
7+2*24=,55
28*2-11=,45
5+20-29=,-4
0-0*4=,0
16+5-0=,21
12+19*22=,430
24*13-18=,294
5-13*22=,-281
3*24+16=,88
20+11+21=,52
22+11-2=,31
24+28*14=,416
18*23-15=,399
21*21-10=,431
19+3+3=,25
13-17*29=,-480
7*11+23=,100
20-24+16=,12
10-26-8=,-24
20*24+25=,505
10-14-19=,-23
22*24-6=,522
14*6-28=,56
9-2-21=,-14
12+23+4=,39
28*0+10=,10
16*12*13=,2496
6+23*15=,351
9+19-20=,8
6+5+14=,25
28+11*10=,138
15-24+26=,17
24*1-23=,1
21-18*25=,-429
6*6+9=,45
6-19+5=,-8
5*22*18=,1980
16+8*5=,56
29+24+14=,67
5*21+7=,112
27+25+20=,72
11*29*29=,9251
20*23+24=,484
27-26+17=,18
19*7-16=,117
17-24*13=,-295
26-25+19=,20
2*23*21=,966
27*19+21=,534
14-18-12=,-16
8*14-14=,98
20+18+1=,39
10*29*15=,4350
14+11*5=,69
28*23-24=,620
3*22-2=,64
24*10*21=,5040
26*18+2=,470
12+0-25=,-13
6*25*21=,3150
26+3+21=,50
24-28+12=,8
3+21+21=,45
28*6-4=,164
9+28-27=,10
19*24+15=,471
8+20*16=,328
21*4+11=,95
17*4+7=,75
28-8+7=,27
22+22+0=,44
6*18+17=,125
27+3*10=,57
17-15-26=,-24
26-4-1=,21
14+22+6=,42
19*20+6=,386
20-28*26=,-708
7*6+14=,56
21+24*1=,45
24*29+7=,703
9+5-17=,-3
26-26-17=,-17
11*11+25=,146
6+15-16=,5
9-20*0=,9
9-12-29=,-32
14+22+29=,65
0-2+11=,9
27-14+5=,18
21*19*19=,7581
23*19*12=,5244
3-4*21=,-81
0-20+24=,4
18-22+14=,10
3-19-18=,-34
5-3*15=,-40
24+19-7=,36
26*24*10=,6240
9*22-9=,189
3+13+28=,44
25+25-9=,41
19+18+12=,49
26-18*12=,-190
3*13-2=,37
8+9*23=,215
7+20*4=,87
3+9+29=,41
24+28+4=,56
13+15+16=,44
9*19*18=,3078
7-6-20=,-19
28*7-7=,189
14-17+16=,13
14*15-22=,188
16+2-28=,-10
3+6+7=,16
3*6+3=,21
5*1*13=,65
18*15+26=,296
22+11-21=,12
16+15*0=,16
23*29+7=,674
14-16-24=,-26
6-8+10=,8
26+19-13=,32
3+23+6=,32
26+21*26=,572
27+15+6=,48
1*29+13=,42
10-19*6=,-104
21+18-16=,23
18-29-16=,-27
11+12-11=,12
26+19*23=,463
22*25+17=,567
0+24-0=,24
8-28*25=,-692
8*8-17=,47
12+28*11=,320
12+16+1=,29
1+12+17=,30
10-7+20=,23
7-28-20=,-41
22+26*19=,516
18+19+28=,65
4-4+9=,9
12-20-17=,-25
11*24-6=,258
24*29+13=,709
9+0+27=,36
26+16*26=,442
19*7*2=,266
1+6-17=,-10
19*10*1=,190
28-5+14=,37
21+21*22=,483
13*23-2=,297
5-1-7=,-3
27*19-8=,505
14-29+10=,-5
13*8*5=,520
0-12+14=,2
25+29-16=,38
14*5+22=,92
20+4-10=,14
13*12*25=,3900
11-3-29=,-21
8+17+24=,49
20-13-5=,2
16*6*9=,864
19+29*0=,19
0+27*21=,567
9-28-16=,-35
22*20-27=,413
6-13*21=,-267
7+23*16=,375
11*3-21=,12
2-15*23=,-343
11+9*28=,263
8-1*0=,8
26+2*24=,74
21-16-28=,-23
0-22+15=,-7
18+1*15=,33
9-26+8=,-9
12*19*6=,1368
14-24-26=,-36
20+4-17=,7
28-17+14=,25
23*0+26=,26
5-6+19=,18
27-7*17=,-92
10*19-26=,164
11-18*9=,-151
9*26+29=,263
29-16-7=,6
13+3-18=,-2
